사용월,호선명,지하철역,유임승차인원,무임승차인원,유임하차인원,무임하차인원
202206,1호선,종로3가,450317,299617,404106,278151
202206,1호선,종각,834173,131987,815704,121717
202206,1호선,종로5가,394420,254236,404105,244555
202206,1호선,시청,537067,80671,543569,78279
202206,1호선,신설동,264825,112362,252339,106855
202206,1호선,제기동,218782,263173,209109,281985
202206,1호선,동대문,212719,117499,198987,118515
202206,1호선,청량리(서울시립대입구),328288,246164,325365,249818
202206,1호선,서울역,1150754,194717,1123193,187155
202206,1호선,동묘앞,122460,146455,131299,147539
202206,2호선,신설동,71771,31627,68036,33092
202206,2호선,건대입구,942052,87332,1023160,91534
202206,2호선,용답,64332,16494,63420,16276
202206,2호선,왕십리(성동구청),414937,50943,347476,43164
202206,2호선,시청,545554,51342,526572,46078
202206,2호선,구로디지털단지,1410353,163090,1402401,164424
202206,2호선,신림,1465285,205673,1400575,205118
202206,2호선,한양대,269240,12481,295829,13227
202206,2호선,신촌,863076,116980,881171,114549
202206,2호선,아현,231607,61419,215140,61058
202206,2호선,동대문역사문화공원(DDP),306073,53494,352795,59289
202206,2호선,을지로입구,971745,92660,1007534,87142
202206,2호선,서울대입구(관악구청),1135276,173256,1113916,165685
202206,2호선,이대,336055,46177,357608,47981
202206,2호선,신대방,607134,119656,580534,121011
202206,2호선,문래,494418,89485,516423,88440
202206,2호선,서초,505375,80348,477695,80634
202206,2호선,신답,36676,9242,40739,9855
202206,2호선,잠실(송파구청),1862829,193944,1830324,183893
202206,2호선,당산,448819,57315,522271,62719
202206,2호선,역삼,1160459,147014,1322033,150062
202206,2호선,잠실나루,309228,81339,300158,81143
202206,2호선,상왕십리,330852,63503,315918,64289
202206,2호선,잠실새내,507827,101903,512488,101681
202206,2호선,종합운동장,342239,51889,380148,53791
202206,2호선,삼성(무역센터),1336734,112903,1358393,105588
202206,2호선,선릉,1245231,201887,1103735,177819
202206,2호선,신정네거리,221497,68371,223866,69329
202206,2호선,을지로3가,536508,72308,541688,71915
202206,2호선,낙성대(강감찬),671953,104158,639987,105505
202206,2호선,강남,2055521,154473,2039847,136085
202206,2호선,신도림,1172265,195346,1189184,185455
202206,2호선,합정,832274,66386,910324,67132
202206,2호선,충정로(경기대입구),217199,44741,233674,44894
202206,2호선,대림(구로구청),564097,118611,574663,122173
202206,2호선,뚝섬,551569,57844,592153,58509
202206,2호선,성수,872922,98360,970271,100417
202206,2호선,신당,304039,91391,315924,92351
202206,2호선,강변(동서울터미널),816158,118974,778010,115032
202206,2호선,양천구청,144813,47395,148158,47693
202206,2호선,용두(동대문구청),43001,21471,41838,22751
202206,2호선,홍대입구,1638384,92453,1774322,89416
202206,2호선,방배,398332,72021,416958,71264
202206,2호선,을지로4가,265268,76535,268802,74937
202206,2호선,도림천,28226,7935,28769,8593
202206,2호선,구의(광진구청),546203,98118,530279,99292
202206,2호선,사당,914750,201919,1035094,195837
202206,2호선,영등포구청,482961,94537,505867,94163
202206,2호선,교대(법원.검찰청),740847,149570,840069,170124
202206,2호선,봉천,524535,142143,472265,141467
202206,3호선,충무로,36,1,0,0
202206,3호선,경복궁(정부서울청사),586455,134033,623760,147911
202206,3호선,대치,251989,61658,250448,59055
202206,3호선,독립문,139771,65896,148555,65950
202206,3호선,대청,222629,57431,203491,54844
202206,3호선,오금,140304,28590,124799,27540
202206,3호선,약수,284339,77276,276533,73517
202206,3호선,옥수,197965,57656,203869,57476
202206,3호선,남부터미널(예술의전당),693612,115775,705728,117499
202206,3호선,일원,219247,61639,208840,61306
202206,3호선,금호,170865,51966,153698,50607
202206,3호선,연신내,775829,247292,725306,238486
202206,3호선,수서,391969,103893,400179,102441
202206,3호선,동대입구,211948,36892,232136,40676
202206,3호선,교대(법원.검찰청),314586,69311,205325,41079
202206,3호선,학여울,47144,17182,49761,17046
202206,3호선,매봉,267613,61710,261414,57457
202206,3호선,안국,559332,101617,574134,100186
202206,3호선,도곡,120504,24904,123751,23644
202206,3호선,가락시장,172572,72459,169418,70779
202206,3호선,을지로3가,232819,47163,242625,44552
202206,3호선,양재(서초구청),847047,145757,940289,147282
202206,3호선,구파발,474141,114807,464937,110444
202206,3호선,종로3가,212909,56270,261537,64194
202206,3호선,신사,722069,67483,771661,66759
202206,3호선,지축,117337,27101,107140,25854
202206,3호선,무악재,81059,28374,79548,30478
202206,3호선,홍제,361178,134172,333046,131609
202206,3호선,녹번,355050,74253,307789,72457
202206,3호선,잠원,104623,29642,101231,28323
202206,3호선,경찰병원,153556,40141,151481,41318
202206,3호선,압구정,752696,129622,820242,127143
202206,3호선,고속터미널,1179733,186879,1153461,179024
202206,3호선,불광,326645,133400,348085,147029
202206,4호선,신용산,431844,53014,459149,54863
202206,4호선,사당,656363,95350,556300,95871
202206,4호선,서울역,271007,37113,478174,49378
202206,4호선,회현(남대문시장),490517,191008,523086,191242
202206,4호선,당고개,185032,71628,159967,70225
202206,4호선,미아사거리,593716,173002,569425,171370
202206,4호선,노원,443802,87974,514089,87341
202206,4호선,쌍문,647212,155891,580526,152936
202206,4호선,이촌(국립중앙박물관),212983,53335,234064,53817
202206,4호선,동대문,391037,152475,408377,147019
202206,4호선,길음,476837,111881,462088,111794
202206,4호선,창동,528336,189874,561575,196177
202206,4호선,한성대입구(삼선교),319799,69258,311741,68091
202206,4호선,삼각지,129409,25768,156858,27922
202206,4호선,총신대입구(이수),387761,143963,425401,150729
202206,4호선,미아(서울사이버대학),313670,104151,293762,105705
202206,4호선,충무로,589784,110245,628053,113038
202206,4호선,남태령,29845,8678,24318,7991
202206,4호선,명동,519995,61160,547338,62746
202206,4호선,동대문역사문화공원(DDP),374139,55941,337572,49194
202206,4호선,혜화,817581,122769,836904,121059
202206,4호선,성신여대입구(돈암),495473,81266,472971,79247
202206,4호선,상계,420916,114903,382856,112864
202206,4호선,숙대입구(갈월),332220,51125,321641,47440
202206,4호선,수유(강북구청),764990,182152,759495,182233
202206,4호선,동작(현충원),33839,18500,38104,17583
202206,5호선,여의나루,325430,30970,366502,30241
202206,5호선,신길,103322,11316,108955,11469
202206,5호선,화곡,645975,139941,591942,134351
202206,5호선,종로3가,296871,93558,289344,95413
202206,5호선,신정(은행정),318806,63009,251237,61340
202206,5호선,고덕,198900,66249,195767,65361
202206,5호선,목동,388417,78327,411154,78969
202206,5호선,하남시청(덕풍?신장),141102,62562,132718,63314
202206,5호선,애오개,143394,36127,142326,35373
202206,5호선,올림픽공원(한국체대),96730,35996,85772,32363
202206,5호선,송정,136851,48886,126007,47142
202206,5호선,을지로4가,120818,40283,127499,40474
202206,5호선,마곡,238588,39413,242865,37524
202206,5호선,답십리,353733,77143,315908,74216
202206,5호선,영등포구청,85379,19598,88392,18910
202206,5호선,미사,385516,73761,388562,73977
202206,5호선,발산,467462,92633,496130,90421
202206,5호선,강일,93872,32872,89536,32441
202206,5호선,김포공항,199130,34763,193829,37477
202206,5호선,공덕,331260,43794,354164,41124
202206,5호선,군자(능동),274190,39588,303905,41824
202206,5호선,신금호,141818,37120,143287,41435
202206,5호선,거여,220589,62384,209411,60626
202206,5호선,영등포시장,219389,68873,228240,70470
202206,5호선,장한평,407658,86654,401162,88010
202206,5호선,행당,178493,47278,155453,42502
202206,5호선,천호(풍납토성),405207,126498,396711,129085
202206,5호선,개화산,118771,38789,110938,38540
202206,5호선,아차산(어린이대공원후문),331226,94520,315107,92326
202206,5호선,마장,118486,37397,110319,36300
202206,5호선,둔촌동,167340,59408,166992,59814
202206,5호선,동대문역사문화공원(DDP),64460,7704,76638,8851
202206,5호선,서대문,434438,63000,443079,58813
202206,5호선,여의도,665599,49615,721399,47284
202206,5호선,청구,84367,24090,79434,19050
202206,5호선,굽은다리(강동구민회관앞),200198,70188,192291,65187
202206,5호선,하남풍산,92933,24795,91808,24546
202206,5호선,마포,320255,58381,328896,58213
202206,5호선,까치산,656560,149154,612015,149272
202206,5호선,하남검단산,131254,45950,124310,45253
202206,5호선,강동,401850,106498,383768,104223
202206,5호선,명일,179275,67370,182564,69692
202206,5호선,방이,156076,44409,160005,43805
202206,5호선,마천,149661,53931,140271,55648
202206,5호선,광나루(장신대),317440,68509,288208,65310
202206,5호선,방화,137937,49752,131714,48419
202206,5호선,충정로(경기대입구),104057,13501,104666,13911
202206,5호선,상일동,322673,86687,291473,83098
202206,5호선,왕십리(성동구청),103709,22891,126053,22817
202206,5호선,광화문(세종문화회관),741243,77906,789305,76586
202206,5호선,양평,166799,27403,163443,27120
202206,5호선,오금,81307,19359,82528,19010
202206,5호선,길동,152853,70176,157683,71528
202206,5호선,개롱,132094,46672,136810,47915
202206,5호선,우장산,317635,86822,305279,89488
202206,5호선,오목교(목동운동장앞),516502,81823,554922,81101
202206,6호선,월드컵경기장(성산),131988,54503,166995,53948
202206,6호선,대흥(서강대앞),187729,46033,192572,45606
202206,6호선,망원,325156,74153,351195,77023
202206,6호선,광흥창(서강),200897,48708,191623,48096
202206,6호선,화랑대(서울여대입구),273872,45222,208423,40918
202206,6호선,이태원,326397,29471,364830,30740
202206,6호선,봉화산(서울의료원),194212,46362,181189,46105
202206,6호선,석계,266828,72263,278345,72263
202206,6호선,효창공원앞,163632,36327,145885,33475
202206,6호선,신내,4,0,0,0
202206,6호선,월곡(동덕여대),252671,66010,244356,65524
202206,6호선,디지털미디어시티,330492,55122,356712,55838
202206,6호선,버티고개,47024,12937,44633,15086
202206,6호선,태릉입구,129913,29495,144044,30226
202206,6호선,상월곡(한국과학기술연구원),138207,38373,121968,37406
202206,6호선,새절(신사),273117,82899,246781,82580
202206,6호선,응암,377058,110739,369648,109269
202206,6호선,안암(고대병원앞),286914,33552,287617,32461
202206,6호선,돌곶이,206249,55330,185970,53738
202206,6호선,연신내,31,0,0,0
202206,6호선,청구,80204,18032,81175,20739
202206,6호선,녹사평(용산구청),134274,16953,138635,16182
202206,6호선,독바위,58299,18852,58713,23301
202206,6호선,합정,355498,38797,351209,35622
202206,6호선,구산,169488,47494,109419,49425
202206,6호선,약수,78048,22070,79703,21142
202206,6호선,신당,193579,35133,201441,34411
202206,6호선,창신,80974,17683,65766,16772
202206,6호선,삼각지,198420,19815,167091,15143
202206,6호선,마포구청,321415,73988,282783,66728
202206,6호선,역촌,73454,30472,90378,30431
202206,6호선,한강진,229720,15388,275184,15240
202206,6호선,상수,238880,20087,282238,20374
202206,6호선,불광,87650,39739,91883,32947
202206,6호선,공덕,421804,70491,408327,65747
202206,6호선,고려대(종암),196180,32642,188812,32347
202206,6호선,동묘앞,168680,64074,174258,59484
202206,6호선,증산(명지대앞),211934,67779,206625,68291
202206,6호선,보문,180009,29077,161393,27310
202206,7호선,내방,317833,64774,326793,62860
202206,7호선,먹골,219638,61992,211213,62879
202206,7호선,중곡,241834,59338,219480,59696
202206,7호선,상동,1,0,0,0
202206,7호선,신풍,253286,71523,238146,71790
202206,7호선,논현,448807,43000,484052,43169
202206,7호선,마들,276555,81194,254646,80164
202206,7호선,청담,443677,72406,508582,69584
202206,7호선,도봉산,211537,50040,239863,69336
202206,7호선,이수,378653,76743,365673,72515
202206,7호선,까치울,1,0,0,0
202206,7호선,장승배기,189729,62106,181293,63083
202206,7호선,군자(능동),340350,75691,262230,65363
202206,7호선,태릉입구,206014,43478,193802,40330
202206,7호선,신대방삼거리,342789,84108,317778,85779
202206,7호선,천왕,258209,54023,242601,53500
202206,7호선,중계,310728,87920,277462,84685
202206,7호선,보라매,191173,36055,189775,36739
202206,7호선,반포,135149,33067,131044,31701
202206,7호선,중화,233592,61330,225090,61322
202206,7호선,건대입구,319120,53235,340821,48500
202206,7호선,가산디지털단지,1009940,83005,1007531,78395
202206,7호선,면목,338407,90537,320312,93303
202206,7호선,광명사거리,472950,140254,459727,145153
202206,7호선,부평구청,1,0,0,0
202206,7호선,노원,433834,115026,461602,115589
202206,7호선,철산,489956,96085,500023,94902
202206,7호선,강남구청,386235,48122,435672,49289
202206,7호선,어린이대공원(세종대),368976,40723,371206,40569
202206,7호선,고속터미널,427392,72994,336462,63184
202206,7호선,남구로,353174,58008,373408,58297
202206,7호선,숭실대입구(살피재),306129,58250,304697,60732
202206,7호선,용마산(용마폭포공원),132898,33940,125807,36710
202206,7호선,장암,54034,10273,21483,7448
202206,7호선,하계,393541,100055,364405,96967
202206,7호선,상도,252596,58295,243503,55636
202206,7호선,공릉(서울과학기술대),264075,67285,258928,67726
202206,7호선,신중동,0,1,0,0
202206,7호선,뚝섬유원지,233903,44385,220562,44025
202206,7호선,사가정,353326,95159,348449,94517
202206,7호선,수락산,268036,93767,259812,94833
202206,7호선,대림(구로구청),206724,36002,208866,35005
202206,7호선,온수(성공회대입구),241127,38403,226655,36323
202206,7호선,상봉(시외버스터미널),403700,69709,379891,66623
202206,7호선,학동,550416,57688,591040,54896
202206,7호선,남성,243331,68171,219881,67044
202206,8호선,몽촌토성(평화의문),141192,31843,146257,31511
202206,8호선,암사,416649,99523,357608,98033
202206,8호선,장지,399632,76144,382269,72135
202206,8호선,신흥,85827,34426,94087,35674
202206,8호선,가락시장,150139,57131,173218,58036
202206,8호선,수진,108793,44215,97464,43280
202206,8호선,잠실(송파구청),350963,67958,426707,66751
202206,8호선,남위례,123536,24850,128852,25257
202206,8호선,단대오거리,231379,69833,220682,67177
202206,8호선,문정,483416,55708,511533,55300
202206,8호선,송파,180441,56115,176649,55673
202206,8호선,석촌,163957,47004,195424,50564
202206,8호선,산성,123198,30483,121070,33416
202206,8호선,천호(풍납토성),334590,78936,400051,75960
202206,8호선,복정,227495,39253,191396,35084
202206,8호선,강동구청,217753,61298,224803,61135
202206,8호선,모란,84715,52726,71396,40939
202206,8호선,남한산성입구(성남법원.검찰청),318666,76760,285209,73956
202206,9호선,신논현,809134,53113,806475,50891
202206,9호선,고속터미널,357462,59758,481223,69370
202206,9호선,흑석(중앙대입구),186994,53158,191190,53327
202206,9호선,신반포,84871,21389,83934,21521
202206,9호선,국회의사당,354154,49490,374340,43877
202206,9호선,노량진,639180,81621,628480,82388
202206,9호선,가양,456785,123819,442530,120665
202206,9호선,동작(현충원),55475,23381,46637,22664
202206,9호선,개화,58088,13349,40386,10885
202206,9호선,양천향교,222424,43903,226212,43588
202206,9호선,구반포,24759,10433,25761,10260
202206,9호선,증미,155665,39974,148532,40828
202206,9호선,공항시장,61253,23655,64974,26026
202206,9호선,사평,83038,20979,78903,20856
202206,9호선,여의도,690723,46163,666985,42579
202206,9호선,염창,415850,69664,395867,68492
202206,9호선,선유도,202723,28155,192069,27364
202206,9호선,신방화,146256,44165,139159,44364
202206,9호선,김포공항,221362,19958,338456,24712
202206,9호선,신목동,96658,22065,80987,20513
202206,9호선,노들,101310,31132,82659,28727
202206,9호선,등촌,236111,76249,221113,76573
202206,9호선,샛강,140333,27516,137722,26503
202206,9호선,마곡나루(서울식물원),308862,31587,308986,30885
202206,9호선,당산,452840,63561,457909,59431
202206,9호선2~3단계,올림픽공원(한국체대),189680,29827,188598,30174
202206,9호선2~3단계,둔촌오륜,24922,6067,22361,6479
202206,9호선2~3단계,한성백제,60402,15470,54969,13958
202206,9호선2~3단계,종합운동장,108132,18166,109097,16879
202206,9호선2~3단계,선정릉,236514,24513,262462,25298
202206,9호선2~3단계,삼성중앙,165563,23342,174475,23288
202206,9호선2~3단계,송파나루,119262,25668,128679,26787
202206,9호선2~3단계,삼전,159667,34322,150598,33315
202206,9호선2~3단계,석촌,213533,35140,186698,30087
202206,9호선2~3단계,봉은사,464862,48787,484512,46567
202206,9호선2~3단계,중앙보훈병원,215744,73370,186076,71732
202206,9호선2~3단계,석촌고분,140931,32975,134701,33026
202206,9호선2~3단계,언주,257411,27359,264238,27012
202205,1호선,종각,863844,143903,838956,132619
202205,1호선,종로3가,481950,311628,426618,287827
202205,1호선,신설동,281354,119741,274445,115318
202205,1호선,제기동,231626,278255,222252,299053
202205,1호선,종각,863844,143903,838956,132619
202205,1호선,종로5가,408794,267599,416893,254913
202205,1호선,서울역,1190797,205902,1163681,197470
202205,1호선,시청,558803,85828,570475,83940
202205,1호선,동묘앞,136595,167873,147230,167950
202205,1호선,종로3가,481950,311628,426618,287827
202205,1호선,청량리(서울시립대입구),357054,263371,351875,264650
202205,1호선,시청,558803,85828,570475,83940
202205,1호선,동대문,230761,126992,216468,127612
202205,1호선,동묘앞,136595,167873,147230,167950
202205,1호선,종로5가,408794,267599,416893,254913
202205,1호선,신설동,281354,119741,274445,115318
202205,1호선,청량리(서울시립대입구),357054,263371,351875,264650
202205,1호선,제기동,231626,278255,222252,299053
202205,1호선,서울역,1190797,205902,1163681,197470
202205,1호선,동대문,230761,126992,216468,127612
202205,2호선,영등포구청,506317,98670,532864,98083
202205,2호선,건대입구,1064778,91719,1148599,95811
202205,2호선,신설동,74936,33315,69725,34746
202205,2호선,잠실새내,536115,104366,540743,104589
202205,2호선,서초,526194,80137,496801,80928
202205,2호선,대림(구로구청),589999,122993,600159,126743
202205,2호선,강남,2171896,169583,2206007,151845
202205,2호선,왕십리(성동구청),460406,53088,381008,44468
202205,2호선,선릉,1271799,205302,1133035,180518
202205,2호선,잠실새내,536115,104366,540743,104589
202205,2호선,을지로4가,270510,79622,276473,78024
202205,2호선,방배,449577,73850,469544,72828
202205,2호선,을지로입구,995396,95199,1038790,89114
202205,2호선,합정,881619,69192,967769,70049
202205,2호선,낙성대(강감찬),708833,107203,677493,108962
202205,2호선,상왕십리,346200,65795,327258,66878
202205,2호선,용답,72869,17975,73576,17546
202205,2호선,신도림,1234101,199750,1257294,189975
202205,2호선,구로디지털단지,1460507,168079,1449595,168958
202205,2호선,뚝섬,586029,59598,627344,60109
202205,2호선,잠실나루,327308,83801,316529,83623
202205,2호선,신정네거리,233435,71604,236125,72662
202205,2호선,교대(법원.검찰청),771987,151393,880214,171607
202205,2호선,이대,367954,47880,389380,50161
202205,2호선,이대,367954,47880,389380,50161
202205,2호선,도림천,28709,8360,29520,8947
202205,2호선,낙성대(강감찬),708833,107203,677493,108962
202205,2호선,동대문역사문화공원(DDP),315488,56002,362483,61712
202205,2호선,왕십리(성동구청),460406,53088,381008,44468
202205,2호선,도림천,28709,8360,29520,8947
202205,2호선,용두(동대문구청),44565,22714,43456,23745
202205,2호선,잠실(송파구청),2008822,196273,1979204,185974
202205,2호선,아현,246067,63846,227891,63099
202205,2호선,신정네거리,233435,71604,236125,72662
202205,2호선,강남,2171896,169583,2206007,151845
202205,2호선,종합운동장,369686,53307,420587,55198
202205,2호선,잠실나루,327308,83801,316529,83623
202205,2호선,신당,319684,96538,335011,97532
202205,2호선,교대(법원.검찰청),771987,151393,880214,171607
202205,2호선,양천구청,151426,48900,153875,49484
202205,2호선,영등포구청,506317,98670,532864,98083
202205,2호선,홍대입구,1775449,96504,1916369,93138
202205,2호선,신도림,1234101,199750,1257294,189975
202205,2호선,잠실(송파구청),2008822,196273,1979204,185974
202205,2호선,강변(동서울터미널),868419,121451,824816,118347
202205,2호선,봉천,545670,141662,485666,141216
202205,2호선,종합운동장,369686,53307,420587,55198
202205,2호선,용답,72869,17975,73576,17546
202205,2호선,역삼,1161337,144195,1342624,146632
202205,2호선,용두(동대문구청),44565,22714,43456,23745
202205,2호선,아현,246067,63846,227891,63099
202205,2호선,신답,38490,9892,41690,10365
202205,2호선,구의(광진구청),571155,102669,549948,103925
202205,2호선,건대입구,1064778,91719,1148599,95811
202205,2호선,을지로3가,556535,73647,566229,73019
202205,2호선,서울대입구(관악구청),1235248,181874,1217288,174992
202205,2호선,선릉,1271799,205302,1133035,180518
202205,2호선,봉천,545670,141662,485666,141216
202205,2호선,신설동,74936,33315,69725,34746
202205,2호선,삼성(무역센터),1313831,115089,1346561,106571
202205,2호선,시청,572926,54118,554849,48545
202205,2호선,당산,489890,61254,565534,66163
202205,2호선,역삼,1161337,144195,1342624,146632
202205,2호선,구의(광진구청),571155,102669,549948,103925
202205,2호선,문래,513677,89978,537146,89007
202205,2호선,뚝섬,586029,59598,627344,60109
202205,2호선,당산,489890,61254,565534,66163
202205,2호선,대림(구로구청),589999,122993,600159,126743
202205,2호선,충정로(경기대입구),226839,47118,244424,47750
202205,2호선,시청,572926,54118,554849,48545
202205,2호선,구로디지털단지,1460507,168079,1449595,168958
202205,2호선,서초,526194,80137,496801,80928
202205,2호선,양천구청,151426,48900,153875,49484
202205,2호선,한양대,381122,13051,438491,13813
202205,2호선,강변(동서울터미널),868419,121451,824816,118347
202205,2호선,을지로3가,556535,73647,566229,73019
202205,2호선,신림,1641202,230366,1568722,232424
202205,2호선,신당,319684,96538,335011,97532
202205,2호선,동대문역사문화공원(DDP),315488,56002,362483,61712
202205,2호선,사당,949287,203666,1091089,198179
202205,2호선,신답,38490,9892,41690,10365
202205,2호선,을지로4가,270510,79622,276473,78024
202205,2호선,을지로입구,995396,95199,1038790,89114
202205,2호선,신대방,661249,129957,627249,131522
202205,2호선,신촌,921975,121079,941579,119256
202205,2호선,방배,449577,73850,469544,72828
202205,2호선,문래,513677,89978,537146,89007
202205,2호선,합정,881619,69192,967769,70049
202205,2호선,홍대입구,1775449,96504,1916369,93138
202205,2호선,신촌,921975,121079,941579,119256
202205,2호선,서울대입구(관악구청),1235248,181874,1217288,174992
202205,2호선,한양대,381122,13051,438491,13813
202205,2호선,신림,1641202,230366,1568722,232424
202205,2호선,신대방,661249,129957,627249,131522
202205,2호선,사당,949287,203666,1091089,198179
202205,2호선,성수,913780,102781,1028214,105343
202205,2호선,충정로(경기대입구),226839,47118,244424,47750
202205,2호선,삼성(무역센터),1313831,115089,1346561,106571
202205,2호선,상왕십리,346200,65795,327258,66878
202205,2호선,성수,913780,102781,1028214,105343
202205,3호선,안국,611557,106144,634980,107181
202205,3호선,동대입구,230230,37948,257287,42048
202205,3호선,경찰병원,159385,40806,156806,41792
202205,3호선,대청,229369,58925,208507,56743
202205,3호선,가락시장,181817,74370,179587,72706
202205,3호선,고속터미널,1280455,190604,1245061,183579
202205,3호선,잠원,113689,31628,108616,30225
202205,3호선,오금,147973,29884,133766,28506
202205,3호선,교대(법원.검찰청),333488,69384,219779,41522
202205,3호선,충무로,37,5,0,0
202205,3호선,대치,264285,63251,259907,60564
202205,3호선,신사,804730,73862,858417,71565
202205,3호선,신사,804730,73862,858417,71565
202205,3호선,종로3가,222836,58004,276480,65466
202205,3호선,무악재,85325,29358,85900,31895
202205,3호선,안국,611557,106144,634980,107181
202205,3호선,지축,122019,28214,111196,26707
202205,3호선,경복궁(정부서울청사),681287,149845,719456,162578
202205,3호선,도곡,127280,25269,133273,24450
202205,3호선,경찰병원,159385,40806,156806,41792
202205,3호선,옥수,214456,60230,215839,60149
202205,3호선,양재(서초구청),905508,152672,1013227,155945
202205,3호선,녹번,375363,78231,323973,76446
202205,3호선,독립문,151730,72477,165724,73329
202205,3호선,종로3가,222836,58004,276480,65466
202205,3호선,잠원,113689,31628,108616,30225
202205,3호선,고속터미널,1280455,190604,1245061,183579
202205,3호선,금호,178560,53998,160596,52771
202205,3호선,도곡,127280,25269,133273,24450
202205,3호선,연신내,825562,261915,770802,253063
202205,3호선,경복궁(정부서울청사),681287,149845,719456,162578
202205,3호선,녹번,375363,78231,323973,76446
202205,3호선,수서,410597,107014,416407,106781
202205,3호선,양재(서초구청),905508,152672,1013227,155945
202205,3호선,가락시장,181817,74370,179587,72706
202205,3호선,매봉,277033,63196,271893,58540
202205,3호선,오금,147973,29884,133766,28506
202205,3호선,불광,348136,141039,374624,155579
202205,3호선,옥수,214456,60230,215839,60149
202205,3호선,지축,122019,28214,111196,26707
202205,3호선,구파발,503019,122664,491694,118132
202205,3호선,일원,224528,63261,213644,63007
202205,3호선,을지로3가,243679,47700,257202,45503
202205,3호선,대청,229369,58925,208507,56743
202205,3호선,학여울,66294,16343,68810,15988
202205,3호선,수서,410597,107014,416407,106781
202205,3호선,약수,299529,81829,291291,77767
202205,3호선,충무로,37,5,0,0
202205,3호선,대치,264285,63251,259907,60564
202205,3호선,구파발,503019,122664,491694,118132
202205,3호선,약수,299529,81829,291291,77767
202205,3호선,남부터미널(예술의전당),733255,120272,748215,121485
202205,3호선,홍제,388533,143967,360477,140608
202205,3호선,매봉,277033,63196,271893,58540
202205,3호선,홍제,388533,143967,360477,140608
202205,3호선,불광,348136,141039,374624,155579
202205,3호선,연신내,825562,261915,770802,253063
202205,3호선,학여울,66294,16343,68810,15988
202205,3호선,압구정,761221,133453,838810,131932
202205,3호선,금호,178560,53998,160596,52771
202205,3호선,압구정,761221,133453,838810,131932
202205,3호선,무악재,85325,29358,85900,31895
202205,3호선,독립문,151730,72477,165724,73329
202205,3호선,을지로3가,243679,47700,257202,45503
202205,3호선,일원,224528,63261,213644,63007
202205,3호선,교대(법원.검찰청),333488,69384,219779,41522
202205,3호선,남부터미널(예술의전당),733255,120272,748215,121485
202205,3호선,동대입구,230230,37948,257287,42048
202205,4호선,수유(강북구청),820216,193366,813972,192549
202205,4호선,수유(강북구청),820216,193366,813972,192549
202205,4호선,충무로,639744,114003,679098,116813
202205,4호선,미아사거리,637715,182533,607808,180574
202205,4호선,총신대입구(이수),412584,153082,452020,160445
202205,4호선,서울역,281329,37895,499864,50898
202205,4호선,상계,456124,124246,410280,121562
202205,4호선,남태령,31832,9379,24285,8418
202205,4호선,당고개,200149,78092,173560,76521
202205,4호선,상계,456124,124246,410280,121562
202205,4호선,노원,487217,92121,562129,91505
202205,4호선,서울역,281329,37895,499864,50898
202205,4호선,동작(현충원),38340,17748,44268,17755
202205,4호선,동작(현충원),38340,17748,44268,17755
202205,4호선,한성대입구(삼선교),363464,75387,353007,74512
202205,4호선,미아(서울사이버대학),336290,110567,313923,112022
202205,4호선,혜화,922747,126029,945385,125019
202205,4호선,이촌(국립중앙박물관),227427,52679,254595,54969
202205,4호선,동대문역사문화공원(DDP),383587,58439,347910,52347
202205,4호선,남태령,31832,9379,24285,8418
202205,4호선,한성대입구(삼선교),363464,75387,353007,74512
202205,4호선,동대문,407151,162569,427718,156607
202205,4호선,사당,706226,97657,597203,97533
202205,4호선,삼각지,131731,25858,158308,27843
202205,4호선,창동,565706,200474,598268,207054
202205,4호선,사당,706226,97657,597203,97533
202205,4호선,명동,553655,63022,583926,65254
202205,4호선,회현(남대문시장),523927,203446,564051,203974
202205,4호선,쌍문,696180,163955,619416,160664
202205,4호선,회현(남대문시장),523927,203446,564051,203974
202205,4호선,동대문,407151,162569,427718,156607
202205,4호선,신용산,441894,52720,473148,53038
202205,4호선,혜화,922747,126029,945385,125019
202205,4호선,숙대입구(갈월),364148,52987,355243,49857
202205,4호선,성신여대입구(돈암),549429,86423,521820,83736
202205,4호선,쌍문,696180,163955,619416,160664
202205,4호선,명동,553655,63022,583926,65254
202205,4호선,성신여대입구(돈암),549429,86423,521820,83736
202205,4호선,당고개,200149,78092,173560,76521
202205,4호선,이촌(국립중앙박물관),227427,52679,254595,54969
202205,4호선,숙대입구(갈월),364148,52987,355243,49857
202205,4호선,노원,487217,92121,562129,91505
202205,4호선,미아(서울사이버대학),336290,110567,313923,112022
202205,4호선,창동,565706,200474,598268,207054
202205,4호선,길음,523737,117891,509115,117736
202205,4호선,총신대입구(이수),412584,153082,452020,160445
202205,4호선,신용산,441894,52720,473148,53038
202205,4호선,동대문역사문화공원(DDP),383587,58439,347910,52347
202205,4호선,삼각지,131731,25858,158308,27843
202205,4호선,충무로,639744,114003,679098,116813
202205,4호선,미아사거리,637715,182533,607808,180574
202205,4호선,길음,523737,117891,509115,117736
202205,5호선,양평,173891,27919,168205,27612
202205,5호선,개화산,123023,40342,114559,40414
202205,5호선,둔촌동,180559,61146,177563,61643
202205,5호선,개화산,123023,40342,114559,40414
202205,5호선,굽은다리(강동구민회관앞),212915,72041,202979,66880
202205,5호선,영등포구청,88809,20156,91694,19773
202205,5호선,길동,159809,73160,164536,74436
202205,5호선,거여,234298,64399,218890,62839
